scientific_name,inat_common_name,ref_common_name,comment
Chrysosplenium nudicaule,裸茎金腰,裸茎金腰,Matched
Chrysosplenium oppositifolium,,,Missed common name on iNat
Chrysosplenium pilosum,毛金腰,毛金腰,Matched
Chrysosplenium pilosum valdepilosum,柔毛金腰,,Species not included in reference
Chrysosplenium serreanum,五台金腰,五台金腰,Matched
Chrysothemis,金红岩桐属,,Species not included in reference
Chrysothemis pulchella,金红花,,Species not included in reference
Chukrasia tabularis,麻楝,麻楝,Matched
Chuniophoenix,,琼棕属,Missed common name on iNat
Chuniophoenix hainanensis,琼棕,琼棕,Matched
Chusquea,夸竹属,,Species not included in reference
Cibotium,金毛狗属,金毛狗属,Matched
Cibotium barometz,金毛狗,金毛狗,Matched
Cicer,鹰嘴豆属,鹰嘴豆属,Matched
Cicer arietinum,鹰嘴豆,鹰嘴豆,Matched
Cicerbita roborowskii,,川甘岩参,Missed common name on iNat
Cichorium,菊苣屬,菊苣属,Inconsistent common name
Cichorium endivia,苞菊苣,栽培菊苣,Inconsistent common name
Cichorium intybus,菊苣,菊苣,Matched
Cicuta virosa,毒芹,毒芹,Matched
Ciliatae,,,Missed common name on iNat
Cinchona calisaya,金鸡纳树,金鸡纳树,Matched
Cineraria,瓜叶菊属,,Species not included in reference
Cinnamomum,樟属,樟属,Matched
Cinnamomum appelianum,毛桂,毛桂,Matched
Cinnamomum aromaticum,肉桂,,Species not included in reference
Cinnamomum austrosinense,华南桂,华南桂,Matched
Cinnamomum bejolghota,钝叶桂,钝叶桂,Matched
Cinnamomum bodinieri,猴樟,猴樟,Matched
Cinnamomum burmanni,阴香,阴香,Matched
Cinnamomum camphora,樟,樟,Matched
Cinnamomum cassia,肉桂,肉桂,Matched
Cinnamomum daphnoides,圆头叶桂,圆头叶桂,Matched
Cinnamomum glanduliferum,云南樟,云南樟,Matched
Cinnamomum heyneanum,狭叶阴香,狭叶桂,Inconsistent common name
Cinnamomum micranthum,沉水樟,沉水樟,Matched
Cinnamomum parthenoxylon,黄樟,黄樟,Matched
Cinnamomum pauciflorum,少花肉桂,少花桂,Inconsistent common name
Cinnamomum subavenium,香桂,香桂,Matched
Cinnamomum tenuipilum,细毛樟,,Species not included in reference
Cinnamomum validinerve,粗脉桂,粗脉桂,Matched
Cinnamomum verum,锡兰肉桂,锡兰肉桂,Matched
Cinnamomum yabunikkei,薮肉桂,,Species not included in reference
Cipadessa,浆果楝属,浆果楝属,Matched
Cipadessa baccifera,浆果楝,浆果楝,Matched
Cipadessa cinerascens,浆果楝,,Species not included in reference
Circaea,露珠草属,露珠草属,Matched
Circaea alpina,高山露珠草,高山露珠草,Matched
Circaea canadensis,露珠草,加拿大水珠草,Inconsistent common name
Circaea cordata,心叶露珠草,露珠草,Inconsistent common name
Circaea erubescens,台湾露珠草,谷蓼,Inconsistent common name
Circaea glabrescens,,秃梗露珠草,Missed common name on iNat
Circaea mollis,南方露珠草,南方露珠草,Matched
Circaeaster agrestis,星叶草,星叶草,Matched
Cirsium,蓟属,蓟属,Matched
Cirsium arvense,丝路蓟,丝路蓟,Matched
Cirsium arvense integrifolium,刺儿菜,,Species not included in reference
Cirsium bracteiferum,刺盖草,刺盖草,Matched
Cirsium chinense,绿蓟,绿蓟,Matched
Cirsium fanjingshanense,梵净蓟,梵净蓟,Matched
Cirsium henryi,,刺苞蓟,Missed common name on iNat
Cirsium heterophyllum,堆心蓟,,Species not included in reference
Cirsium japonicum,蓟,蓟,Matched
Cirsium leo,,魁蓟,Missed common name on iNat
Cirsium lidjiangense,丽江蓟,丽江蓟,Matched
Cirsium lineare,线叶蓟,线叶蓟,Matched
Cirsium maackii,野蓟,野蓟,Matched
Cirsium monocephalum,马刺蓟,马刺蓟,Matched
Cirsium pendulum,烟管蓟,烟管蓟,Matched
Cirsium racemiforme,总序蓟,总序蓟,Matched
Cirsium sieboldii,日本烟管蓟,,Species not included in reference
Cirsium souliei,葵花大蓟,葵花大蓟,Matched
Cirsium vulgare,翼蓟,翼蓟,Matched
Cissampelopsis volubilis,藤菊,藤菊,Matched
Cissampelos pareira,锡生藤,,Species not included in reference
Cissus,白粉藤属,白粉藤属,Matched
Cissus antarctica,南极白粉藤,,Species not included in reference
Cissus discolor,青紫葛,,Species not included in reference
Cissus hexangularis,翅茎白粉藤,翅茎白粉藤,Matched
Cissus pteroclada,翼茎白粉藤,翼茎白粉藤,Matched
Cissus quadrangularis,,,Missed common name on iNat
Cissus repens,白粉藤,白粉藤,Matched
Cissus subtetragona,四棱白粉藤,四棱白粉藤,Matched
Cissus verticillata,锦屏藤,,Species not included in reference
Cistanche deserticola,肉苁蓉,肉苁蓉,Matched
Citharexylum spinosum,垂花琴木,,Species not included in reference
Citrullus,西瓜属,西瓜属,Matched
Citrullus lanatus,西瓜,西瓜,Matched
Citrus,柑橘属,柑橘属,Matched
Citrus australasica,,,Missed common name on iNat
Citrus cavaleriei,宜昌柑,宜昌橙,Inconsistent common name
Citrus deliciosa,地中海红橘,,Species not included in reference
Citrus japonica,金柑,金柑,Matched
Citrus maxima,柚子,柚,Inconsistent common name
Citrus medica,香橼,香橼,Matched
Citrus medica medica,香櫞,,Species not included in reference
Citrus medica sarcodactylis,佛手柑,,Species not included in reference
Citrus trifoliata,枳,枳,Matched
Citrus × aurantiifolia,来檬,,Species not included in reference
Citrus × aurantium,酸橙,酸橙,Matched
Citrus × junos,香橙(蟹橙),,Species not included in reference
Citrus × limon,柠檬,,Species not included in reference
Citrus × microcarpa,四季橘,,Species not included in reference
Cladophora,刚毛藻属,,Species not included in reference
Cladophora aegagropila,,,Missed common name on iNat
Cladrastis delavayi,,小花香槐,Missed common name on iNat
Cladrastis kentukea,美国香槐,,Species not included in reference
Cladrastis platycarpa,,,Missed common name on iNat
Claoxylon,白桐树属,白桐树属,Matched
Claoxylon indicum,白桐树,白桐树,Matched
Clarkia,山字草属,仙女扇属,Inconsistent common name
Clausena,黄皮属,黄皮属,Matched
Clausena anisum-olens,细叶黄皮,细叶黄皮,Matched
Clausena excavata,过山香,假黄皮,Inconsistent common name
Clausena lansium,黄皮,黄皮,Matched
Clausia agideliensis,,,Missed common name on iNat
Clausia trichosepala,毛萼香芥,毛萼香芥,Matched
Clavicarpa,,,Missed common name on iNat
Cleghornia malaccensis,金平藤,金平藤,Matched
Cleidiocarpon cavaleriei,蝴蝶果,蝴蝶果,Matched
Cleidion brevipetiolatum,棒柄花,棒柄花,Matched
Cleisostoma,隔距兰属,隔距兰属,Matched
Cleisostoma filiforme,金塔隔距兰,金塔隔距兰,Matched
Cleisostoma paniculatum,大序隔距兰,大序隔距兰,Matched
Cleisostoma recurvum,尖喙隔距兰,,Species not included in reference
Cleisostoma striatum,短序隔距兰,短序隔距兰,Matched
Cleistanthus,,闭花木属,Missed common name on iNat
Cleistanthus concinnus,,东方闭花木,Missed common name on iNat
Cleistanthus sumatranus,闭花木,闭花木,Matched
Cleistanthus tonkinensis,馒头果,馒头果,Matched
Cleistocactus colademononis,,,Missed common name on iNat
Cleistocactus strausii,吹雪柱,,Species not included in reference
Cleistogenes,隐子草属,隐子草属,Matched
Cleistogenes caespitosa,丛生隐子草,丛生隐子草,Matched
Cleistogenes hancei,北京隐子草,北京隐子草,Matched
Clematis,铁线莲属,铁线莲属,Matched
Clematis acerifolia,槭叶铁线莲,槭叶铁线莲,Matched
Clematis aethusifolia,芹叶铁线莲,芹叶铁线莲,Matched
Clematis alpina ochotensis,半钟铁线莲,,Species not included in reference
Clematis alpina sibirica,西伯利亚铁线莲,,Species not included in reference
Clematis apiifolia,女萎,女萎,Matched
Clematis apiifolia argentilucida,钝齿铁线莲,,Species not included in reference
Clematis armandii,小木通,小木通,Matched
Clematis aureolata,泰国锡兰莲,,Species not included in reference
Clematis brevicaudata,短尾铁线莲,短尾铁线莲,Matched
Clematis buchananiana,膜叶毛木通,毛木通,Inconsistent common name
Clematis cadmia,短柱铁线莲,短柱铁线莲,Matched
Clematis chinensis,威灵仙,威灵仙,Matched
Clematis chingii,两广铁线莲,两广铁线莲,Matched
Clematis chrysocoma,金毛铁线莲,金毛铁线莲,Matched
Clematis connata,,合柄铁线莲,Missed common name on iNat
Clematis crassifolia,厚叶铁线莲,厚叶铁线莲,Matched
Clematis delavayi,,银叶铁线莲,Missed common name on iNat
Clematis drummondii,,,Missed common name on iNat
Clematis finetiana,山木通,山木通,Matched
Clematis florida,铁线莲,铁线莲,Matched
Clematis fruticosa,灌木铁线莲,灌木铁线莲,Matched
Clematis fusca,褐毛铁线莲,褐毛铁线莲,Matched
Clematis gracilifolia,,薄叶铁线莲,Missed common name on iNat
Clematis grandidentata,粗齿铁线莲,粗齿铁线莲,Matched
Clematis grata,秀丽铁线莲,秀丽铁线莲,Matched
Clematis hancockiana,毛萼铁线莲,毛萼铁线莲,Matched
Clematis henryi,单叶铁线莲,单叶铁线莲,Matched
Clematis heracleifolia,大叶铁线莲,大叶铁线莲,Matched
Clematis hexapetala,棉团铁线莲,棉团铁线莲,Matched
Clematis integrifolia,全缘铁线莲,全缘铁线莲,Matched
Clematis intricata,黄花铁线莲,黄花铁线莲,Matched
Clematis kirilowii,太行铁线莲,太行铁线莲,Matched
Clematis lasiandra,毛蕊铁线莲,毛蕊铁线莲,Matched
Clematis leschenaultiana,锈毛铁线莲,锈毛铁线莲,Matched
Clematis ligusticifolia,,,Missed common name on iNat
Clematis loureiriana,,,Missed common name on iNat
Clematis loureiroana,丝铁线莲,丝铁线莲,Matched
Clematis macropetala,长瓣铁线莲,长瓣铁线莲,Matched
Clematis meyeniana,毛柱铁线莲,毛柱铁线莲,Matched
Clematis montana,绣球藤,绣球藤,Matched
Clematis orientalis,东方铁线莲,东方铁线莲,Matched
Clematis patens,转子莲,转子莲,Matched
Clematis peterae,钝萼铁线莲,钝萼铁线莲,Matched
Clematis peterae lishanensis,,,Missed common name on iNat
Clematis pinnata,羽叶铁线莲,,Species not included in reference
Clematis potaninii,美花铁线莲,美花铁线莲,Matched
Clematis puberula,毛果扬子铁线莲,短毛铁线莲,Inconsistent common name
Clematis ranunculoides,毛茛铁线莲,毛茛铁线莲,Matched
Clematis rehderiana,,长花铁线莲,Missed common name on iNat
Clematis serratifolia,齿叶铁线莲,齿叶铁线莲,Matched
Clematis tangutica,甘青铁线莲,甘青铁线莲,Matched
Clematis terniflora,圆锥铁线莲,圆锥铁线莲,Matched
Clematis terniflora mandshurica,辣蓼铁线莲,,Species not included in reference
Clematis uncinata,柱果铁线莲,柱果铁线莲,Matched
Clematis urophylla,尾叶铁线莲,尾叶铁线莲,Matched
Clematis vitalba,葡萄叶铁线莲,,Species not included in reference
Clematoclethra,藤山柳属,藤山柳属,Matched
Clematoclethra scandens,刚毛藤山柳,藤山柳,Inconsistent common name
Cleome,白花菜属,鸟足菜属,Inconsistent common name
Cleome gigantea,绿蝶花,,Species not included in reference
Cleome houtteana,醉蝶花,,Species not included in reference
Cleome rutidosperma,皱子白花菜,皱子鸟足菜,Inconsistent common name
Cleome spinosa,,,Missed common name on iNat
Cleome viridiflora,,,Missed common name on iNat
Cleome viscosa,黄花草,,Species not included in reference
Clerodendrum,大青属,大青属,Matched
Clerodendrum bungei,臭牡丹,臭牡丹,Matched
Clerodendrum canescens,灰毛大青,灰毛大青,Matched
Clerodendrum chinense,重瓣臭茉莉,重瓣臭茉莉,Matched
Clerodendrum colebrookianum,腺茉莉,腺茉莉,Matched
Clerodendrum cyrtophyllum,大青,大青,Matched
Clerodendrum fortunatum,白花灯笼,白花灯笼,Matched
Clerodendrum garrettianum,泰国垂茉莉,泰国垂茉莉,Matched
Clerodendrum glandulosum,腺茉莉,,Species not included in reference
Clerodendrum japonicum,赪桐,赪桐,Matched
Clerodendrum laevifolium,南垂茉莉,,Species not included in reference
Clerodendrum lindleyi,尖齿臭茉莉,尖齿臭茉莉,Matched
Clerodendrum mandarinorum,海通,海通,Matched
Clerodendrum paniculatum,圆锥大青,圆锥大青,Matched
Clerodendrum quadriloculare,烟火树,,Species not included in reference
Clerodendrum splendens,华丽龙吐珠,,Species not included in reference
Clerodendrum thomsoniae,龙吐珠,龙吐珠,Matched
Clerodendrum trichotomum,海州常山,海州常山,Matched
Clerodendrum trichotomum trichotomum,海州常山,,Species not included in reference
Clerodendrum villosum,绢毛大青,绢毛大青,Matched
Clerodendrum yunnanense,滇常山,滇常山,Matched
Clerodendrum × speciosum,红萼珍珠宝莲,,Species not included in reference
Clethra,山柳属,桤叶树属,Inconsistent common name
Clethra alnifolia,桤叶山柳,,Species not included in reference
Clethra barbinervis,髭脉桤叶树,髭脉桤叶树,Matched
Clethra bodinieri,单毛桤叶树,单毛桤叶树,Matched
Clethra delavayi,云南桤叶树,云南桤叶树,Matched
Clethra fargesii,城口桤叶树,城口桤叶树,Matched
Clethra kaipoensis,贵州桤叶树,贵州桤叶树,Matched
Cleyera,红淡比属,红淡比属,Matched
Cleyera japonica,红淡比,红淡比,Matched
Cleyera parvifolia,小叶红淡比,小叶红淡比,Matched
Cliffortia strobilifera,,,Missed common name on iNat
Climacium dendroides,万年藓,万年藓,Matched
Climacium japonicum,,东亚万年藓,Missed common name on iNat
Clinacanthus nutans,优顿草,鳄嘴花,Inconsistent common name
Clinopodium,风轮菜属,风轮菜属,Matched
Clinopodium chinense,风轮菜,风轮菜,Matched
Clinopodium gracile,细风轮菜,细风轮菜,Matched
Clinopodium megalanthum,寸金草,寸金草,Matched
Clinopodium polycephalum,灯笼草,灯笼草,Matched
Clinopodium urticifolium,麻叶风轮菜,麻叶风轮菜,Matched
Clinopodium vulgare,,,Missed common name on iNat
Clintonia,七筋菇属,七筋姑属,Inconsistent common name
Clintonia udensis,兰果七筋姑,七筋姑,Inconsistent common name
Clitoria,蝶豆属,蝶豆属,Matched
Clitoria fairchildiana,巴西木蝶豆,,Species not included in reference
Clitoria ternatea,蓝蝶豆,蝶豆,Inconsistent common name
Clitoria ternatea albiflora,,,Missed common name on iNat
Clivia,君子兰属,,Species not included in reference
Clivia miniata,君子兰,,Species not included in reference
Clivia nobilis,垂笑君子兰,,Species not included in reference
Closteriopsis,拟新月藻属,,Species not included in reference
Closterium,新月藻属,,Species not included in reference
Clusia,书带木属,,Species not included in reference
Clusia rosea,书带木,,Species not included in reference
Cnestis palala,螫毛果,螫毛果,Matched
Cnidium dauricum,兴安蛇床,兴安蛇床,Matched
Cnidium monnieri,蛇床,蛇床,Matched
Cnidium salinum,碱蛇床,碱蛇床,Matched
Cnidoscolus aconitifolius,乌头叶花棘麻,,Species not included in reference
Coccinea,,,Missed common name on iNat
Coccinia grandis,红瓜,红瓜,Matched
Coccoloba,海葡萄属,海葡萄属,Matched
Coccoloba uvifera,海葡萄,海葡萄,Matched
Cocculus,木防己属,木防己属,Matched
Cocculus carolinus,美国青藤,,Species not included in reference
Cocculus diversifolius,汉防已,,Species not included in reference
Cocculus laurifolius,樟叶木防己,樟叶木防己,Matched
Cocculus orbiculatus,木防己,木防己,Matched
Cochlearia officinalis,,岩荠,Missed common name on iNat
Cochliasanthus caracalla,蜗牛藤,,Species not included in reference
Cochlospermum religiosum,弯子木,,Species not included in reference
Cochlospermum vitifolium,单瓣弯子木,,Species not included in reference
Cocos,椰子属,椰子属,Matched
Cocos nucifera,,椰子,Missed common name on iNat
Codariocalyx gyroides,圆叶舞草,圆叶舞草,Matched
Codariocalyx motorius,舞草,舞草,Matched
Codiaeum,变叶木属,变叶木属,Matched
Codiaeum variegatum,变叶木,变叶木,Matched
Codiaeum variegatum cavernicola,,,Missed common name on iNat
Codiaeum variegatum crispum,,,Missed common name on iNat
Codiaeum variegatum genuinum,,,Missed common name on iNat
Codiaeum variegatum pictum,变叶木,,Species not included in reference
Codium,松藻属,,Species not included in reference
Codonacanthus,钟花草属,钟花草属,Matched
Codonacanthus pauciflorus,钟花草,钟花草,Matched
Codonanthe gracilis,,,Missed common name on iNat
Codonopsis,党参属,党参属,Matched
Codonopsis argentea,银背叶党参,银背叶党参,Matched
Codonopsis bulleyana,管钟党参,管钟党参,Matched
Codonopsis chlorocodon,绿钟党参,绿钟党参,Matched
Codonopsis clematidea,新疆党参,新疆党参,Matched
Codonopsis foetens,臭党参,臭党参,Matched
Codonopsis javanica,土党参,金钱豹,Inconsistent common name
